Detector,Descriptor,Selector,Img,TTC-Lidar,TTC-Cam,TTC-diff
ORB,BRIEF,SEL_KNN,3,13.9161,123.51,-109.593
ORB,BRIEF,SEL_KNN,4,14.8865,14.3467,0.539831
ORB,BRIEF,SEL_KNN,5,12.1873,30.4194,-18.2322
ORB,BRIEF,SEL_KNN,6,7.50199,-83.4887,90.9907
ORB,BRIEF,SEL_KNN,7,34.3404,-inf,inf
ORB,BRIEF,SEL_KNN,8,18.7875,34.6298,-15.8422
ORB,BRIEF,SEL_KNN,9,15.8894,-inf,inf
ORB,BRIEF,SEL_KNN,10,13.7297,24.7861,-11.0565
ORB,BRIEF,SEL_KNN,11,10.4914,22.6009,-12.1095
ORB,BRIEF,SEL_KNN,12,10.1,22.5603,-12.4603
ORB,BRIEF,SEL_KNN,13,9.22307,9.84171,-0.618644
ORB,BRIEF,SEL_KNN,14,10.9678,9.88356,1.0842
ORB,BRIEF,SEL_KNN,15,8.09422,8.34236,-0.248138
ORB,BRIEF,SEL_KNN,16,8.81392,10.2273,-1.41334
ORB,BRIEF,SEL_KNN,17,10.2926,12.1222,-1.82968
ORB,BRIEF,SEL_KNN,18,8.30978,14.1127,-5.80289

ORB,ORB,SEL_NN,1,12.9722,25.429,-12.4569
ORB,ORB,SEL_NN,2,12.264,12.1685,0.0955693
ORB,ORB,SEL_NN,3,13.9161,18.2793,-4.36313
ORB,ORB,SEL_NN,4,14.8865,16.0991,-1.21258
ORB,ORB,SEL_NN,5,12.1873,24.9291,-12.7418
ORB,ORB,SEL_NN,6,7.50199,10.9677,-3.46575
ORB,ORB,SEL_NN,7,34.3404,19.1669,15.1735
ORB,ORB,SEL_NN,8,18.7875,10.0584,8.72911
ORB,ORB,SEL_NN,9,15.8894,18.651,-2.76161
ORB,ORB,SEL_NN,10,13.7297,12.4489,1.28073
ORB,ORB,SEL_NN,11,10.4914,9.00578,1.48562
ORB,ORB,SEL_NN,12,10.1,-inf,inf
ORB,ORB,SEL_NN,13,9.22307,9.45481,-0.231744
ORB,ORB,SEL_NN,14,10.9678,13.7606,-2.79281
ORB,ORB,SEL_NN,15,8.09422,18.4391,-10.3449
ORB,ORB,SEL_NN,16,8.81392,8.87432,-0.0603974
ORB,ORB,SEL_NN,17,10.2926,30.2552,-19.9626
ORB,ORB,SEL_NN,18,8.30978,19.6708,-11.361

ORB,ORB,SEL_KNN,1,12.9722,11.9371,1.03504
ORB,ORB,SEL_KNN,2,12.264,10.7634,1.50059
ORB,ORB,SEL_KNN,3,13.9161,10.66,3.25615
ORB,ORB,SEL_KNN,4,14.8865,12.6112,2.27533
ORB,ORB,SEL_KNN,5,12.1873,58.7163,-46.529
ORB,ORB,SEL_KNN,6,7.50199,19.5874,-12.0854
ORB,ORB,SEL_KNN,7,34.3404,-inf,inf
ORB,ORB,SEL_KNN,8,18.7875,15.702,3.08551
ORB,ORB,SEL_KNN,9,15.8894,-inf,inf
ORB,ORB,SEL_KNN,10,13.7297,-inf,inf
ORB,ORB,SEL_KNN,11,10.4914,8.28796,2.20344
ORB,ORB,SEL_KNN,12,10.1,-inf,inf
ORB,ORB,SEL_KNN,13,9.22307,8.78669,0.436382
ORB,ORB,SEL_KNN,14,10.9678,-inf,inf
ORB,ORB,SEL_KNN,15,8.09422,26.5737,-18.4795
ORB,ORB,SEL_KNN,16,8.81392,13.7901,-4.97616
ORB,ORB,SEL_KNN,17,10.2926,16.6667,-6.37418
ORB,ORB,SEL_KNN,18,8.30978,8.08367,0.226109

ORB,FREAK,SEL_NN,1,12.9722,-0.806541,13.7787
ORB,FREAK,SEL_NN,2,12.264,-0.434166,12.6982
ORB,FREAK,SEL_NN,3,13.9161,-3.68533,17.6015
ORB,FREAK,SEL_NN,4,14.8865,-0.286174,15.1727
ORB,FREAK,SEL_NN,5,12.1873,-0.311662,12.4989
ORB,FREAK,SEL_NN,6,7.50199,7.70296,-0.200971
ORB,FREAK,SEL_NN,7,34.3404,-1.17497,35.5154
ORB,FREAK,SEL_NN,8,18.7875,-7.58407,26.3716
ORB,FREAK,SEL_NN,9,15.8894,-inf,inf
ORB,FREAK,SEL_NN,10,13.7297,4.1723,9.55735
ORB,FREAK,SEL_NN,11,10.4914,14.9055,-4.41412
ORB,FREAK,SEL_NN,12,10.1,15.125,-5.025
ORB,FREAK,SEL_NN,13,9.22307,14.6871,-5.46404
ORB,FREAK,SEL_NN,14,10.9678,-inf,inf
ORB,FREAK,SEL_NN,15,8.09422,7.58211,0.512107
ORB,FREAK,SEL_NN,16,8.81392,10.4631,-1.64918
ORB,FREAK,SEL_NN,17,10.2926,12.1543,-1.86177
ORB,FREAK,SEL_NN,18,8.30978,0.691983,7.6178

ORB,FREAK,SEL_KNN,1,12.9722,0.107848,12.8643
ORB,FREAK,SEL_KNN,2,12.264,-0.396213,12.6603
ORB,FREAK,SEL_KNN,3,13.9161,28.0046,-14.0885
ORB,FREAK,SEL_KNN,4,14.8865,40.5465,-25.66
ORB,FREAK,SEL_KNN,5,12.1873,14.5979,-2.41061
ORB,FREAK,SEL_KNN,6,7.50199,43.5724,-36.0704
ORB,FREAK,SEL_KNN,7,34.3404,-inf,inf
ORB,FREAK,SEL_KNN,8,18.7875,51.6763,-32.8888
ORB,FREAK,SEL_KNN,9,15.8894,12.5208,3.36857
ORB,FREAK,SEL_KNN,10,13.7297,12.4562,1.27346
ORB,FREAK,SEL_KNN,11,10.4914,19.3289,-8.83747
ORB,FREAK,SEL_KNN,12,10.1,73.5847,-63.4847
ORB,FREAK,SEL_KNN,13,9.22307,-inf,inf
ORB,FREAK,SEL_KNN,14,10.9678,236.547,-225.579
ORB,FREAK,SEL_KNN,15,8.09422,0.828714,7.2655
ORB,FREAK,SEL_KNN,16,8.81392,11.9744,-3.16049
ORB,FREAK,SEL_KNN,17,10.2926,nan,nan
ORB,FREAK,SEL_KNN,18,8.30978,12.7386,-4.42883

FAST,BRISK,SEL_NN,1,12.9722,15.1446,-2.17246
FAST,BRISK,SEL_NN,2,12.264,13.8793,-1.61522
FAST,BRISK,SEL_NN,3,13.9161,21.8448,-7.92866
FAST,BRISK,SEL_NN,4,14.8865,14.6,0.286523
FAST,BRISK,SEL_NN,5,12.1873,19.4843,-7.29703
FAST,BRISK,SEL_NN,6,7.50199,26.052,-18.55
FAST,BRISK,SEL_NN,7,34.3404,15.8282,18.5122
FAST,BRISK,SEL_NN,8,18.7875,17.1143,1.6732
FAST,BRISK,SEL_NN,9,15.8894,35.9688,-20.0794
FAST,BRISK,SEL_NN,10,13.7297,14.136,-0.406341
FAST,BRISK,SEL_NN,11,10.4914,13.3711,-2.87971
FAST,BRISK,SEL_NN,12,10.1,12.6137,-2.5137
FAST,BRISK,SEL_NN,13,9.22307,13.2599,-4.03681
FAST,BRISK,SEL_NN,14,10.9678,13.3698,-2.40205
FAST,BRISK,SEL_NN,15,8.09422,12.1791,-4.08489
FAST,BRISK,SEL_NN,16,8.81392,11.4943,-2.68036
FAST,BRISK,SEL_NN,17,10.2926,11.81,-1.51748
FAST,BRISK,SEL_NN,18,8.30978,14.1495,-5.83968

FAST,BRISK,SEL_KNN,1,12.9722,12.5943,0.377831
FAST,BRISK,SEL_KNN,2,12.264,12.3195,-0.0554406
FAST,BRISK,SEL_KNN,3,13.9161,12.2128,1.70337
FAST,BRISK,SEL_KNN,4,14.8865,12.6846,2.20191
FAST,BRISK,SEL_KNN,5,12.1873,13.8363,-1.64904
FAST,BRISK,SEL_KNN,6,7.50199,11.9876,-4.48562
FAST,BRISK,SEL_KNN,7,34.3404,12.8486,21.4918
FAST,BRISK,SEL_KNN,8,18.7875,12.2996,6.48793
FAST,BRISK,SEL_KNN,9,15.8894,12.3653,3.5241
FAST,BRISK,SEL_KNN,10,13.7297,13.5835,0.14616
FAST,BRISK,SEL_KNN,11,10.4914,12.0003,-1.50891
FAST,BRISK,SEL_KNN,12,10.1,12.1142,-2.01423
FAST,BRISK,SEL_KNN,13,9.22307,11.5701,-2.34704
FAST,BRISK,SEL_KNN,14,10.9678,11.3027,-0.334984
FAST,BRISK,SEL_KNN,15,8.09422,11.0677,-2.97346
FAST,BRISK,SEL_KNN,16,8.81392,11.1255,-2.31155
FAST,BRISK,SEL_KNN,17,10.2926,10.2967,-0.00414955
FAST,BRISK,SEL_KNN,18,8.30978,11.6591,-3.3493

FAST,BRIEF,SEL_NN,1,12.9722,11.7538,1.21833
FAST,BRIEF,SEL_NN,2,12.264,11.5723,0.691765
FAST,BRIEF,SEL_NN,3,13.9161,14.1877,-0.271591
FAST,BRIEF,SEL_NN,4,14.8865,13.0276,1.85894
FAST,BRIEF,SEL_NN,5,12.1873,13.4761,-1.28885
FAST,BRIEF,SEL_NN,6,7.50199,13.7648,-6.26284
FAST,BRIEF,SEL_NN,7,34.3404,13.3261,21.0143
FAST,BRIEF,SEL_NN,8,18.7875,12.6038,6.18369
FAST,BRIEF,SEL_NN,9,15.8894,12.2777,3.61171
FAST,BRIEF,SEL_NN,10,13.7297,12.6684,1.06125
FAST,BRIEF,SEL_NN,11,10.4914,11.7438,-1.25239
FAST,BRIEF,SEL_NN,12,10.1,11.3592,-1.2592
FAST,BRIEF,SEL_NN,13,9.22307,12.37,-3.14693
FAST,BRIEF,SEL_NN,14,10.9678,9.92931,1.03846
FAST,BRIEF,SEL_NN,15,8.09422,11.4066,-3.31239
FAST,BRIEF,SEL_NN,16,8.81392,10.6546,-1.84065
FAST,BRIEF,SEL_NN,17,10.2926,10.5959,-0.303329
FAST,BRIEF,SEL_NN,18,8.30978,11.0815,-2.77169

FAST,BRIEF,SEL_KNN,1,12.9722,13.2947,-0.322521
FAST,BRIEF,SEL_KNN,2,12.264,11.6079,0.656157
FAST,BRIEF,SEL_KNN,3,13.9161,16.8548,-2.93869
FAST,BRIEF,SEL_KNN,4,14.8865,13.1218,1.76468
FAST,BRIEF,SEL_KNN,5,12.1873,13.5942,-1.40693
FAST,BRIEF,SEL_KNN,6,7.50199,13.5046,-6.00258
FAST,BRIEF,SEL_KNN,7,34.3404,13.192,21.1484
FAST,BRIEF,SEL_KNN,8,18.7875,13.1535,5.634
FAST,BRIEF,SEL_KNN,9,15.8894,10.1573,5.73209
FAST,BRIEF,SEL_KNN,10,13.7297,12.8765,0.853182
FAST,BRIEF,SEL_KNN,11,10.4914,11.8065,-1.31514
FAST,BRIEF,SEL_KNN,12,10.1,11.5078,-1.4078
FAST,BRIEF,SEL_KNN,13,9.22307,10.8982,-1.67518
FAST,BRIEF,SEL_KNN,14,10.9678,10.6452,0.322602
FAST,BRIEF,SEL_KNN,15,8.09422,11.2648,-3.17059
FAST,BRIEF,SEL_KNN,16,8.81392,10.3224,-1.50847
FAST,BRIEF,SEL_KNN,17,10.2926,10.657,-0.36441
FAST,BRIEF,SEL_KNN,18,8.30978,11.8703,-3.56052

FAST,ORB,SEL_NN,1,12.9722,11.5476,1.42456
FAST,ORB,SEL_NN,2,12.264,11.8457,0.418383
FAST,ORB,SEL_NN,3,13.9161,12.3951,1.52104
FAST,ORB,SEL_NN,4,14.8865,13.7094,1.17712
FAST,ORB,SEL_NN,5,12.1873,16.3967,-4.20941
FAST,ORB,SEL_NN,6,7.50199,12.7683,-5.26633
FAST,ORB,SEL_NN,7,34.3404,13.4681,20.8723
FAST,ORB,SEL_NN,8,18.7875,12.4249,6.36261
FAST,ORB,SEL_NN,9,15.8894,12.1305,3.75891
FAST,ORB,SEL_NN,10,13.7297,12.4675,1.26217
FAST,ORB,SEL_NN,11,10.4914,11.5726,-1.08119
FAST,ORB,SEL_NN,12,10.1,10.7456,-0.645586
FAST,ORB,SEL_NN,13,9.22307,11.9291,-2.70599
FAST,ORB,SEL_NN,14,10.9678,10.6009,0.366824
FAST,ORB,SEL_NN,15,8.09422,11.0293,-2.93504
FAST,ORB,SEL_NN,16,8.81392,10.1039,-1.29002
FAST,ORB,SEL_NN,17,10.2926,9.83969,0.452859
FAST,ORB,SEL_NN,18,8.30978,11.8703,-3.56052

FAST,ORB,SEL_KNN,1,12.9722,12.3202,0.651916
FAST,ORB,SEL_KNN,2,12.264,11.9541,0.309917
FAST,ORB,SEL_KNN,3,13.9161,11.593,2.32317
FAST,ORB,SEL_KNN,4,14.8865,12.7877,2.09887
FAST,ORB,SEL_KNN,5,12.1873,12.7944,-0.607118
FAST,ORB,SEL_KNN,6,7.50199,12.2891,-4.78707
FAST,ORB,SEL_KNN,7,34.3404,13.934,20.4064
FAST,ORB,SEL_KNN,8,18.7875,12.4249,6.36261
FAST,ORB,SEL_KNN,9,15.8894,12.1119,3.77746
FAST,ORB,SEL_KNN,10,13.7297,10.4004,3.3293
FAST,ORB,SEL_KNN,11,10.4914,11.7492,-1.25781
FAST,ORB,SEL_KNN,12,10.1,11.197,-1.097
FAST,ORB,SEL_KNN,13,9.22307,11.6502,-2.42716
FAST,ORB,SEL_KNN,14,10.9678,10.5378,0.429961
FAST,ORB,SEL_KNN,15,8.09422,9.88591,-1.79169
FAST,ORB,SEL_KNN,16,8.81392,10.9057,-2.09177
FAST,ORB,SEL_KNN,17,10.2926,10.9532,-0.660604
FAST,ORB,SEL_KNN,18,8.30978,12.7542,-4.44444



AKAZE,BRISK,SEL_NN,1,12.9722,12.7058,0.266322
AKAZE,BRISK,SEL_NN,2,12.264,14.3888,-2.12476
AKAZE,BRISK,SEL_NN,3,13.9161,13.4142,0.501941
AKAZE,BRISK,SEL_NN,4,14.8865,14.1083,0.778244
AKAZE,BRISK,SEL_NN,5,12.1873,13.8593,-1.67205
AKAZE,BRISK,SEL_NN,6,7.50199,15.0888,-7.58682
AKAZE,BRISK,SEL_NN,7,34.3404,16.3391,18.0013
AKAZE,BRISK,SEL_NN,8,18.7875,14.2764,4.5111
AKAZE,BRISK,SEL_NN,9,15.8894,13.6401,2.24926
AKAZE,BRISK,SEL_NN,10,13.7297,11.021,2.70861
AKAZE,BRISK,SEL_NN,11,10.4914,12.6668,-2.17543
AKAZE,BRISK,SEL_NN,12,10.1,11.2255,-1.12546
AKAZE,BRISK,SEL_NN,13,9.22307,10.3801,-1.15701
AKAZE,BRISK,SEL_NN,14,10.9678,10.5414,0.426413
AKAZE,BRISK,SEL_NN,15,8.09422,10.2765,-2.18228
AKAZE,BRISK,SEL_NN,16,8.81392,9.77468,-0.960759
AKAZE,BRISK,SEL_NN,17,10.2926,9.83672,0.455832
AKAZE,BRISK,SEL_NN,18,8.30978,8.94209,-0.632308

AKAZE,BRISK,SEL_KNN,1,12.9722,13.2817,-0.30959
AKAZE,BRISK,SEL_KNN,2,12.264,18.703,-6.43894
AKAZE,BRISK,SEL_KNN,3,13.9161,13.3659,0.55025
AKAZE,BRISK,SEL_KNN,4,14.8865,16.2996,-1.41308
AKAZE,BRISK,SEL_KNN,5,12.1873,17.3926,-5.20534
AKAZE,BRISK,SEL_KNN,6,7.50199,14.7084,-7.20642
AKAZE,BRISK,SEL_KNN,7,34.3404,15.8833,18.4572
AKAZE,BRISK,SEL_KNN,8,18.7875,13.9229,4.86458
AKAZE,BRISK,SEL_KNN,9,15.8894,13.8225,2.06692
AKAZE,BRISK,SEL_KNN,10,13.7297,11.878,1.85166
AKAZE,BRISK,SEL_KNN,11,10.4914,12.3627,-1.87125
AKAZE,BRISK,SEL_KNN,12,10.1,10.8462,-0.746191
AKAZE,BRISK,SEL_KNN,13,9.22307,10.0855,-0.862457
AKAZE,BRISK,SEL_KNN,14,10.9678,10.9311,0.0366514
AKAZE,BRISK,SEL_KNN,15,8.09422,14.1467,-6.05247
AKAZE,BRISK,SEL_KNN,16,8.81392,11.7996,-2.98567
AKAZE,BRISK,SEL_KNN,17,10.2926,10.6279,-0.335329
AKAZE,BRISK,SEL_KNN,18,8.30978,8.92524,-0.615457

AKAZE,BRIEF,SEL_NN,1,12.9722,13.3774,-0.405287
AKAZE,BRIEF,SEL_NN,2,12.264,15.381,-3.11694
AKAZE,BRIEF,SEL_NN,3,13.9161,13.1413,0.774854
AKAZE,BRIEF,SEL_NN,4,14.8865,14.5957,0.29083
AKAZE,BRIEF,SEL_NN,5,12.1873,15.2791,-3.09182
AKAZE,BRIEF,SEL_NN,6,7.50199,13.6406,-6.13861
AKAZE,BRIEF,SEL_NN,7,34.3404,15.8459,18.4945
AKAZE,BRIEF,SEL_NN,8,18.7875,14.4599,4.32761
AKAZE,BRIEF,SEL_NN,9,15.8894,14.1095,1.77984
AKAZE,BRIEF,SEL_NN,10,13.7297,11.8964,1.83321
AKAZE,BRIEF,SEL_NN,11,10.4914,13.0259,-2.53454
AKAZE,BRIEF,SEL_NN,12,10.1,12.1391,-2.03907
AKAZE,BRIEF,SEL_NN,13,9.22307,10.2486,-1.02551
AKAZE,BRIEF,SEL_NN,14,10.9678,10.1261,0.841701
AKAZE,BRIEF,SEL_NN,15,8.09422,9.15083,-1.05661
AKAZE,BRIEF,SEL_NN,16,8.81392,10.1462,-1.33225
AKAZE,BRIEF,SEL_NN,17,10.2926,9.53873,0.753819
AKAZE,BRIEF,SEL_NN,18,8.30978,8.84385,-0.534069

AKAZE,BRIEF,SEL_KNN,1,12.9722,15.285,-2.31287
AKAZE,BRIEF,SEL_KNN,2,12.264,15.0455,-2.78151
AKAZE,BRIEF,SEL_KNN,3,13.9161,14.9454,-1.02928
AKAZE,BRIEF,SEL_KNN,4,14.8865,13.8482,1.03832
AKAZE,BRIEF,SEL_KNN,5,12.1873,15.0557,-2.86848
AKAZE,BRIEF,SEL_KNN,6,7.50199,14.674,-7.17199
AKAZE,BRIEF,SEL_KNN,7,34.3404,18.7347,15.6057
AKAZE,BRIEF,SEL_KNN,8,18.7875,14.1211,4.66638
AKAZE,BRIEF,SEL_KNN,9,15.8894,17.0444,-1.15498
AKAZE,BRIEF,SEL_KNN,10,13.7297,11.5709,2.15875
AKAZE,BRIEF,SEL_KNN,11,10.4914,13.8294,-3.33798
AKAZE,BRIEF,SEL_KNN,12,10.1,14.774,-4.67401
AKAZE,BRIEF,SEL_KNN,13,9.22307,10.0979,-0.874789
AKAZE,BRIEF,SEL_KNN,14,10.9678,11.0015,-0.0337207
AKAZE,BRIEF,SEL_KNN,15,8.09422,11.7101,-3.61585
AKAZE,BRIEF,SEL_KNN,16,8.81392,10.1205,-1.30657
AKAZE,BRIEF,SEL_KNN,17,10.2926,9.84071,0.451838
AKAZE,BRIEF,SEL_KNN,18,8.30978,9.38663,-1.07685

AKAZE,ORB,SEL_NN,1,12.9722,13.5131,-0.540983
AKAZE,ORB,SEL_NN,2,12.264,15.0918,-2.82777
AKAZE,ORB,SEL_NN,3,13.9161,13.446,0.470136
AKAZE,ORB,SEL_NN,4,14.8865,13.7473,1.13927
AKAZE,ORB,SEL_NN,5,12.1873,14.9725,-2.78527
AKAZE,ORB,SEL_NN,6,7.50199,14.3764,-6.87438
AKAZE,ORB,SEL_NN,7,34.3404,15.7697,18.5708
AKAZE,ORB,SEL_NN,8,18.7875,14.2703,4.51718
AKAZE,ORB,SEL_NN,9,15.8894,14.0096,1.87974
AKAZE,ORB,SEL_NN,10,13.7297,11.4177,2.31199
AKAZE,ORB,SEL_NN,11,10.4914,12.0228,-1.53138
AKAZE,ORB,SEL_NN,12,10.1,11.376,-1.276
AKAZE,ORB,SEL_NN,13,9.22307,10.6851,-1.46198
AKAZE,ORB,SEL_NN,14,10.9678,10.0438,0.923993
AKAZE,ORB,SEL_NN,15,8.09422,9.65714,-1.56293
AKAZE,ORB,SEL_NN,16,8.81392,10.3579,-1.54396
AKAZE,ORB,SEL_NN,17,10.2926,9.24849,1.04406
AKAZE,ORB,SEL_NN,18,8.30978,9.12703,-0.817249

AKAZE,ORB,SEL_KNN,1,12.9722,13.7429,-0.770774
AKAZE,ORB,SEL_KNN,2,12.264,17.2604,-4.99633
AKAZE,ORB,SEL_KNN,3,13.9161,13.1423,0.773845
AKAZE,ORB,SEL_KNN,4,14.8865,16.1015,-1.21496
AKAZE,ORB,SEL_KNN,5,12.1873,15.5178,-3.33057
AKAZE,ORB,SEL_KNN,6,7.50199,17.04,-9.538
AKAZE,ORB,SEL_KNN,7,34.3404,16.9444,17.3961
AKAZE,ORB,SEL_KNN,8,18.7875,17.4498,1.33767
AKAZE,ORB,SEL_KNN,9,15.8894,13.306,2.58343
AKAZE,ORB,SEL_KNN,10,13.7297,11.5619,2.16771
AKAZE,ORB,SEL_KNN,11,10.4914,13.826,-3.33465
AKAZE,ORB,SEL_KNN,12,10.1,15.4359,-5.33592
AKAZE,ORB,SEL_KNN,13,9.22307,10.989,-1.76592
AKAZE,ORB,SEL_KNN,14,10.9678,10.4125,0.555298
AKAZE,ORB,SEL_KNN,15,8.09422,10.3851,-2.29089
AKAZE,ORB,SEL_KNN,16,8.81392,10.3435,-1.52961
AKAZE,ORB,SEL_KNN,17,10.2926,10.4101,-0.117506
AKAZE,ORB,SEL_KNN,18,8.30978,10.2097,-1.89996



AKAZE,AKAZE,SEL_NN,1,12.9722,12.6613,0.310817
AKAZE,AKAZE,SEL_NN,2,12.264,14.9293,-2.66524
AKAZE,AKAZE,SEL_NN,3,13.9161,13.4219,0.494229
AKAZE,AKAZE,SEL_NN,4,14.8865,15.1322,-0.245707
AKAZE,AKAZE,SEL_NN,5,12.1873,16.4699,-4.28263
AKAZE,AKAZE,SEL_NN,6,7.50199,13.1734,-5.67143
AKAZE,AKAZE,SEL_NN,7,34.3404,14.9911,19.3493
AKAZE,AKAZE,SEL_NN,8,18.7875,14.2489,4.5386
AKAZE,AKAZE,SEL_NN,9,15.8894,14.2135,1.67589
AKAZE,AKAZE,SEL_NN,10,13.7297,11.5704,2.15925
AKAZE,AKAZE,SEL_NN,11,10.4914,12.0774,-1.58595
AKAZE,AKAZE,SEL_NN,12,10.1,11.6527,-1.55273
AKAZE,AKAZE,SEL_NN,13,9.22307,10.2077,-0.984586
AKAZE,AKAZE,SEL_NN,14,10.9678,10.6387,0.329037
AKAZE,AKAZE,SEL_NN,15,8.09422,10.7774,-2.68314
AKAZE,AKAZE,SEL_NN,16,8.81392,10.2474,-1.43344
AKAZE,AKAZE,SEL_NN,17,10.2926,9.68538,0.607175
AKAZE,AKAZE,SEL_NN,18,8.30978,8.94254,-0.632763

AKAZE,AKAZE,SEL_KNN,1,12.9722,12.3168,0.655397
AKAZE,AKAZE,SEL_KNN,2,12.264,16.0654,-3.80134
AKAZE,AKAZE,SEL_KNN,3,13.9161,13.1853,0.730842
AKAZE,AKAZE,SEL_KNN,4,14.8865,14.249,0.637566
AKAZE,AKAZE,SEL_KNN,5,12.1873,16.4623,-4.27504
AKAZE,AKAZE,SEL_KNN,6,7.50199,13.8408,-6.33881
AKAZE,AKAZE,SEL_KNN,7,34.3404,15.3277,19.0127
AKAZE,AKAZE,SEL_KNN,8,18.7875,15.6831,3.10437
AKAZE,AKAZE,SEL_KNN,9,15.8894,14.8871,1.00229
AKAZE,AKAZE,SEL_KNN,10,13.7297,12.2822,1.44746
AKAZE,AKAZE,SEL_KNN,11,10.4914,12.5175,-2.02611
AKAZE,AKAZE,SEL_KNN,12,10.1,11.2554,-1.15545
AKAZE,AKAZE,SEL_KNN,13,9.22307,11.0846,-1.86151
AKAZE,AKAZE,SEL_KNN,14,10.9678,11.3418,-0.374005
AKAZE,AKAZE,SEL_KNN,15,8.09422,10.7774,-2.68314
AKAZE,AKAZE,SEL_KNN,16,8.81392,10.5414,-1.72748
AKAZE,AKAZE,SEL_KNN,17,10.2926,9.69762,0.594927
AKAZE,AKAZE,SEL_KNN,18,8.30978,9.70325,-1.39347

SIFT,BRISK,SEL_NN,1,12.9722,-2.19386,15.166
SIFT,BRISK,SEL_NN,2,12.264,28.0356,-15.7716
SIFT,BRISK,SEL_NN,3,13.9161,15.4989,-1.58274
SIFT,BRISK,SEL_NN,4,14.8865,31.555,-16.6685
SIFT,BRISK,SEL_NN,5,12.1873,17.0504,-4.86312
SIFT,BRISK,SEL_NN,6,7.50199,11.2162,-3.71419
SIFT,BRISK,SEL_NN,7,34.3404,18.6988,15.6416
SIFT,BRISK,SEL_NN,8,18.7875,16.4897,2.29782
SIFT,BRISK,SEL_NN,9,15.8894,14.0602,1.82922
SIFT,BRISK,SEL_NN,10,13.7297,10.454,3.27569
SIFT,BRISK,SEL_NN,11,10.4914,13.6564,-3.16497
SIFT,BRISK,SEL_NN,12,10.1,11.3882,-1.28824
SIFT,BRISK,SEL_NN,13,9.22307,13.007,-3.78395
SIFT,BRISK,SEL_NN,14,10.9678,11.1939,-0.226116
SIFT,BRISK,SEL_NN,15,8.09422,9.47865,-1.38443
SIFT,BRISK,SEL_NN,16,8.81392,8.57922,0.2347
SIFT,BRISK,SEL_NN,17,10.2926,9.72749,0.565064
SIFT,BRISK,SEL_NN,18,8.30978,8.81473,-0.504949

SIFT,BRISK,SEL_KNN,1,12.9722,11.7937,1.17844
SIFT,BRISK,SEL_KNN,2,12.264,13.696,-1.43196
SIFT,BRISK,SEL_KNN,3,13.9161,15.5311,-1.61493
SIFT,BRISK,SEL_KNN,4,14.8865,25.1656,-10.2791
SIFT,BRISK,SEL_KNN,5,12.1873,15.734,-3.54672
SIFT,BRISK,SEL_KNN,6,7.50199,10.7762,-3.27416
SIFT,BRISK,SEL_KNN,7,34.3404,18.3796,15.9608
SIFT,BRISK,SEL_KNN,8,18.7875,15.4765,3.31101
SIFT,BRISK,SEL_KNN,9,15.8894,13.647,2.2424
SIFT,BRISK,SEL_KNN,10,13.7297,13.403,0.326699
SIFT,BRISK,SEL_KNN,11,10.4914,12.9654,-2.47403
SIFT,BRISK,SEL_KNN,12,10.1,10.3343,-0.234276
SIFT,BRISK,SEL_KNN,13,9.22307,10.2522,-1.02916
SIFT,BRISK,SEL_KNN,14,10.9678,9.15168,1.81609
SIFT,BRISK,SEL_KNN,15,8.09422,9.05918,-0.964962
SIFT,BRISK,SEL_KNN,16,8.81392,9.08406,-0.270138
SIFT,BRISK,SEL_KNN,17,10.2926,10.4012,-0.108691
SIFT,BRISK,SEL_KNN,18,8.30978,9.36821,-1.05844

SIFT,BRIEF,SEL_NN,1,12.9722,11.6775,1.29468
SIFT,BRIEF,SEL_NN,2,12.264,14.9975,-2.73345
SIFT,BRIEF,SEL_NN,3,13.9161,15.5397,-1.62352
SIFT,BRIEF,SEL_NN,4,14.8865,21.8725,-6.98596
SIFT,BRIEF,SEL_NN,5,12.1873,12.7021,-0.514858
SIFT,BRIEF,SEL_NN,6,7.50199,10.7544,-3.25238
SIFT,BRIEF,SEL_NN,7,34.3404,19.1942,15.1462
SIFT,BRIEF,SEL_NN,8,18.7875,17.0804,1.70714
SIFT,BRIEF,SEL_NN,9,15.8894,14.1544,1.73502
SIFT,BRIEF,SEL_NN,10,13.7297,12.7366,0.993091
SIFT,BRIEF,SEL_NN,11,10.4914,11.2848,-0.793421
SIFT,BRIEF,SEL_NN,12,10.1,9.69305,0.40695
SIFT,BRIEF,SEL_NN,13,9.22307,10.5012,-1.2781
SIFT,BRIEF,SEL_NN,14,10.9678,9.86362,1.10414
SIFT,BRIEF,SEL_NN,15,8.09422,8.53571,-0.44149
SIFT,BRIEF,SEL_NN,16,8.81392,8.40211,0.411817
SIFT,BRIEF,SEL_NN,17,10.2926,8.62812,1.66443
SIFT,BRIEF,SEL_NN,18,8.30978,8.82325,-0.513466

SIFT,BRIEF,SEL_KNN,1,12.9722,12.0019,0.970248
SIFT,BRIEF,SEL_KNN,2,12.264,14.8377,-2.57364
SIFT,BRIEF,SEL_KNN,3,13.9161,15.3619,-1.44579
SIFT,BRIEF,SEL_KNN,4,14.8865,21.1133,-6.22682
SIFT,BRIEF,SEL_KNN,5,12.1873,15.0725,-2.88528
SIFT,BRIEF,SEL_KNN,6,7.50199,12.8006,-5.29856
